uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
SC,SEPTICEMIA,IGNORADO,"60 - 69",F,2
SC,SEPTICEMIA,OUTRO,"60 - 69",M,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
SC,SRAG,DOMICILIO,"60 - 69",F,2
SC,SRAG,DOMICILIO,"60 - 69",M,1
SC,SRAG,HOSPITAL,"60 - 69",F,15
SC,SRAG,HOSPITAL,"60 - 69",M,25
SC,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,OUTRAS,DOMICILIO,"60 - 69",F,68
SE,OUTRAS,DOMICILIO,"60 - 69",M,160
SE,OUTRAS,HOSPITAL,"60 - 69",F,258
SE,OUTRAS,HOSPITAL,"60 - 69",M,361
SE,OUTRAS,IGNORADO,"60 - 69",M,1
SE,OUTRAS,OUTRO,"60 - 69",F,3
SE,OUTRAS,OUTRO,"60 - 69",M,11
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,112
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,162
SE,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
SE,OUTRAS,VIA_PUBLICA,"60 - 69",M,21
SE,COVID,DOMICILIO,"60 - 69",F,6
SE,COVID,DOMICILIO,"60 - 69",M,5
SE,COVID,HOSPITAL,"60 - 69",F,267
SE,COVID,HOSPITAL,"60 - 69",M,401
SE,COVID,IGNORADO,"60 - 69",F,2
SE,COVID,IGNORADO,"60 - 69",M,4
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
SE,COVID,VIA_PUBLICA,"60 - 69",M,1
SE,INDETERMINADA,DOMICILIO,"60 - 69",M,3
SE,INDETERMINADA,HOSPITAL,"60 - 69",F,2
SE,INDETERMINADA,HOSPITAL,"60 - 69",M,3
SE,INDETERMINADA,IGNORADO,"60 - 69",F,1
SE,INDETERMINADA,OUTRO,"60 - 69",F,1
SE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,8
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,45
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,67
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
SE,PNEUMONIA,DOMICILIO,"60 - 69",M,2
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,81
SE,PNEUMONIA,HOSPITAL,"60 - 69",M,116
SE,PNEUMONIA,OUTRO,"60 - 69",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SE,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,131
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,161
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SE,SRAG,HOSPITAL,"60 - 69",F,12
SE,SRAG,HOSPITAL,"60 - 69",M,15
SE,SRAG,VIA_PUBLICA,"60 - 69",M,1
SP,OUTRAS,AMBULANCIA,"60 - 69",M,1
SP,OUTRAS,DOMICILIO,"60 - 69",F,2854
SP,OUTRAS,DOMICILIO,"60 - 69",I,1
SP,OUTRAS,DOMICILIO,"60 - 69",M,5685
SP,OUTRAS,HOSPITAL,"60 - 69",F,8787
SP,OUTRAS,HOSPITAL,"60 - 69",I,7
SP,OUTRAS,HOSPITAL,"60 - 69",M,12733
SP,OUTRAS,IGNORADO,"60 - 69",F,57
SP,OUTRAS,IGNORADO,"60 - 69",I,542
SP,OUTRAS,IGNORADO,"60 - 69",M,101
SP,OUTRAS,OUTRO,"60 - 69",F,301
SP,OUTRAS,OUTRO,"60 - 69",M,783
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,878
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1359
SP,OUTRAS,POSTO_SAUDE,"60 - 69",F,23
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,34
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,57
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,404
SP,COVID,AMBULANCIA,"60 - 69",M,1
SP,COVID,DOMICILIO,"60 - 69",F,143
SP,COVID,DOMICILIO,"60 - 69",I,1
SP,COVID,DOMICILIO,"60 - 69",M,256
SP,COVID,HOSPITAL,"60 - 69",F,10957
SP,COVID,HOSPITAL,"60 - 69",I,2
SP,COVID,HOSPITAL,"60 - 69",M,14328
SP,COVID,IGNORADO,"60 - 69",F,33
SP,COVID,IGNORADO,"60 - 69",M,46
SP,COVID,OUTRO,"60 - 69",F,136
SP,COVID,OUTRO,"60 - 69",M,126
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,459
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,591
SP,COVID,POSTO_SAUDE,"60 - 69",F,10
SP,COVID,POSTO_SAUDE,"60 - 69",M,17
SP,COVID,SAMU,"60 - 69",M,1
SP,COVID,VIA_PUBLICA,"60 - 69",F,3
SP,COVID,VIA_PUBLICA,"60 - 69",M,5
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,62
SP,INDETERMINADA,DOMICILIO,"60 - 69",I,1
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,141
SP,INDETERMINADA,HOSPITAL,"60 - 69",F,21
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,41
SP,INDETERMINADA,IGNORADO,"60 - 69",F,1
SP,INDETERMINADA,IGNORADO,"60 - 69",M,1
SP,INDETERMINADA,OUTRO,"60 - 69",F,3
SP,INDETERMINADA,OUTRO,"60 - 69",M,12
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
SP,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,10
SP,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"60 - 69",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,163
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,222
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1856
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2230
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,4
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,11
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,39
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,59
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,168
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,236
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,3
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,8
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,3
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,93
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,195
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,2868
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,4593
SP,PNEUMONIA,IGNORADO,"60 - 69",F,7
SP,PNEUMONIA,IGNORADO,"60 - 69",M,13
SP,PNEUMONIA,OUTRO,"60 - 69",F,33
SP,PNEUMONIA,OUTRO,"60 - 69",M,60
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,130
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,207
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",F,4
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,4
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,10
SP,SEPTICEMIA,AMBULANCIA,"60 - 69",M,1
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,45
SP,SEPTICEMIA,DOMICILIO,"60 - 69",M,59
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,3340
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,4123
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,6
SP,SEPTICEMIA,IGNORADO,"60 - 69",M,7
SP,SEPTICEMIA,OUTRO,"60 - 69",F,36
SP,SEPTICEMIA,OUTRO,"60 - 69",M,48
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,124
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,141
SP,SEPTICEMIA,POSTO_SAUDE,"60 - 69",F,2
SP,SEPTICEMIA,POSTO_SAUDE,"60 - 69",M,3
SP,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,3
SP,SRAG,DOMICILIO,"60 - 69",F,1
SP,SRAG,DOMICILIO,"60 - 69",M,13
SP,SRAG,HOSPITAL,"60 - 69",F,181
SP,SRAG,HOSPITAL,"60 - 69",M,222
SP,SRAG,OUTRO,"60 - 69",F,2
SP,SRAG,OUTRO,"60 - 69",M,6
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,12
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,21
SP,SRAG,POSTO_SAUDE,"60 - 69",F,1
TO,OUTRAS,DOMICILIO,"60 - 69",F,64
TO,OUTRAS,DOMICILIO,"60 - 69",M,140
TO,OUTRAS,HOSPITAL,"60 - 69",F,114
TO,OUTRAS,HOSPITAL,"60 - 69",M,170
TO,OUTRAS,IGNORADO,"60 - 69",M,2
TO,OUTRAS,OUTRO,"60 - 69",F,6
TO,OUTRAS,OUTRO,"60 - 69",M,18
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,11
TO,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,14
TO,COVID,DOMICILIO,"60 - 69",F,2
TO,COVID,DOMICILIO,"60 - 69",M,8
TO,COVID,HOSPITAL,"60 - 69",F,200
TO,COVID,HOSPITAL,"60 - 69",M,266
TO,COVID,OUTRO,"60 - 69",F,3
TO,COVID,OUTRO,"60 - 69",M,2
TO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
TO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
TO,COVID,VIA_PUBLICA,"60 - 69",M,3
TO,INDETERMINADA,DOMICILIO,"60 - 69",F,1
TO,INDETERMINADA,DOMICILIO,"60 - 69",M,6
TO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,9
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,17
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,29
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,39
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
TO,PNEUMONIA,DOMICILIO,"60 - 69",F,3
TO,PNEUMONIA,DOMICILIO,"60 - 69",M,5
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,52
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,63
TO,PNEUMONIA,IGNORADO,"60 - 69",F,1
TO,PNEUMONIA,OUTRO,"60 - 69",F,1
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
TO,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
TO,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,42
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,59
TO,SEPTICEMIA,OUTRO,"60 - 69",F,1
TO,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
TO,SRAG,DOMICILIO,"60 - 69",M,1
TO,SRAG,HOSPITAL,"60 - 69",F,3
TO,SRAG,HOSPITAL,"60 - 69",M,2
TO,SRAG,OUTRO,"60 - 69",M,1
AC,OUTRAS,DOMICILIO,"70 - 79",F,45
AC,OUTRAS,DOMICILIO,"70 - 79",M,92
AC,OUTRAS,HOSPITAL,"70 - 79",F,84
AC,OUTRAS,HOSPITAL,"70 - 79",M,91
AC,OUTRAS,IGNORADO,"70 - 79",M,1
AC,OUTRAS,OUTRO,"70 - 79",F,6
AC,OUTRAS,OUTRO,"70 - 79",M,12
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
AC,OUTRAS,VIA_PUBLICA,"70 - 79",F,4
AC,OUTRAS,VIA_PUBLICA,"70 - 79",M,9
AC,COVID,DOMICILIO,"70 - 79",F,3
AC,COVID,DOMICILIO,"70 - 79",M,3
AC,COVID,HOSPITAL,"70 - 79",F,112
AC,COVID,HOSPITAL,"70 - 79",M,164
AC,COVID,OUTRO,"70 - 79",M,1
AC,INDETERMINADA,DOMICILIO,"70 - 79",F,1
AC,INDETERMINADA,DOMICILIO,"70 - 79",M,4
AC,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AC,INDETERMINADA,OUTRO,"70 - 79",M,1
AC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,5
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,25
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,24
AC,PNEUMONIA,DOMICILIO,"70 - 79",F,2
AC,PNEUMONIA,DOMICILIO,"70 - 79",M,3
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,78
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,78
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,45
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,47
AC,SEPTICEMIA,OUTRO,"70 - 79",F,1
AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SRAG,HOSPITAL,"70 - 79",F,7
AC,SRAG,HOSPITAL,"70 - 79",M,4
AC,SRAG,OUTRO,"70 - 79",F,1
AL,OUTRAS,DOMICILIO,"70 - 79",F,373
AL,OUTRAS,DOMICILIO,"70 - 79",M,521
AL,OUTRAS,HOSPITAL,"70 - 79",F,518
AL,OUTRAS,HOSPITAL,"70 - 79",M,626
AL,OUTRAS,IGNORADO,"70 - 79",F,2
AL,OUTRAS,IGNORADO,"70 - 79",M,4
AL,OUTRAS,OUTRO,"70 - 79",F,8
AL,OUTRAS,OUTRO,"70 - 79",M,18
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,41
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,43
AL,OUTRAS,VIA_PUBLICA,"70 - 79",F,8
AL,OUTRAS,VIA_PUBLICA,"70 - 79",M,27
AL,COVID,DOMICILIO,"70 - 79",F,5
AL,COVID,DOMICILIO,"70 - 79",M,1
AL,COVID,HOSPITAL,"70 - 79",F,330
AL,COVID,HOSPITAL,"70 - 79",M,396
AL,COVID,IGNORADO,"70 - 79",M,2
AL,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,12
AL,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,8
AL,INDETERMINADA,DOMICILIO,"70 - 79",F,6
AL,INDETERMINADA,DOMICILIO,"70 - 79",M,6
AL,INDETERMINADA,HOSPITAL,"70 - 79",F,2
AL,INDETERMINADA,HOSPITAL,"70 - 79",M,3
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,44
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,45
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,97
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,117
AL,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,12
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,9
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,17
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,193
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,235
AL,PNEUMONIA,IGNORADO,"70 - 79",M,1
AL,PNEUMONIA,OUTRO,"70 - 79",F,1
AL,PNEUMONIA,OUTRO,"70 - 79",M,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,8
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,9
AL,SEPTICEMIA,DOMICILIO,"70 - 79",F,14
AL,SEPTICEMIA,DOMICILIO,"70 - 79",M,20
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,236
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,232
AL,SEPTICEMIA,OUTRO,"70 - 79",M,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,8
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
AL,SRAG,DOMICILIO,"70 - 79",F,1
AL,SRAG,DOMICILIO,"70 - 79",M,2
AL,SRAG,HOSPITAL,"70 - 79",F,15
AL,SRAG,HOSPITAL,"70 - 79",M,19
AL,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AL,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
AM,OUTRAS,DOMICILIO,"70 - 79",F,270
AM,OUTRAS,DOMICILIO,"70 - 79",M,373
AM,OUTRAS,HOSPITAL,"70 - 79",F,371
AM,OUTRAS,HOSPITAL,"70 - 79",M,490
AM,OUTRAS,IGNORADO,"70 - 79",F,1
AM,OUTRAS,IGNORADO,"70 - 79",I,3
AM,OUTRAS,IGNORADO,"70 - 79",M,2
AM,OUTRAS,OUTRO,"70 - 79",F,32
AM,OUTRAS,OUTRO,"70 - 79",M,72
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
AM,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,8
AM,COVID,DOMICILIO,"70 - 79",F,32
AM,COVID,DOMICILIO,"70 - 79",M,54
AM,COVID,HOSPITAL,"70 - 79",F,600
AM,COVID,HOSPITAL,"70 - 79",M,695
AM,COVID,OUTRO,"70 - 79",F,23
AM,COVID,OUTRO,"70 - 79",M,43
AM,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
AM,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,9
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,13
AM,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AM,INDETERMINADA,HOSPITAL,"70 - 79",M,1
AM,INDETERMINADA,OUTRO,"70 - 79",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,15
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,20
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,50
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,70
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,7
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,17
AM,PNEUMONIA,DOMICILIO,"70 - 79",F,9
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,20
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,195
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,245
AM,PNEUMONIA,OUTRO,"70 - 79",F,12
AM,PNEUMONIA,OUTRO,"70 - 79",M,15
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
AM,SEPTICEMIA,DOMICILIO,"70 - 79",F,5
AM,SEPTICEMIA,DOMICILIO,"70 - 79",M,11
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,174
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,210
AM,SEPTICEMIA,OUTRO,"70 - 79",F,10
AM,SEPTICEMIA,OUTRO,"70 - 79",M,8
AM,SRAG,DOMICILIO,"70 - 79",F,1
AM,SRAG,DOMICILIO,"70 - 79",M,8
AM,SRAG,HOSPITAL,"70 - 79",F,96
AM,SRAG,HOSPITAL,"70 - 79",M,89
AM,SRAG,OUTRO,"70 - 79",F,2
AM,SRAG,OUTRO,"70 - 79",M,5
AM,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
AP,OUTRAS,DOMICILIO,"70 - 79",F,25
AP,OUTRAS,DOMICILIO,"70 - 79",M,53
AP,OUTRAS,HOSPITAL,"70 - 79",F,53
AP,OUTRAS,HOSPITAL,"70 - 79",M,79
AP,OUTRAS,IGNORADO,"70 - 79",F,1
AP,OUTRAS,IGNORADO,"70 - 79",M,1
AP,OUTRAS,OUTRO,"70 - 79",F,1
AP,OUTRAS,OUTRO,"70 - 79",M,4
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
AP,OUTRAS,POSTO_SAUDE,"70 - 79",F,1
AP,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
AP,COVID,DOMICILIO,"70 - 79",F,1
AP,COVID,HOSPITAL,"70 - 79",F,63
AP,COVID,HOSPITAL,"70 - 79",M,91
AP,COVID,IGNORADO,"70 - 79",M,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
AP,COVID,POSTO_SAUDE,"70 - 79",F,1
AP,COVID,POSTO_SAUDE,"70 - 79",M,4
AP,INDETERMINADA,DOMICILIO,"70 - 79",M,3
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,16
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,16
AP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
AP,PNEUMONIA,DOMICILIO,"70 - 79",F,3
AP,PNEUMONIA,DOMICILIO,"70 - 79",M,2
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,28
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,46
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
AP,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
AP,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,20
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,34
AP,SRAG,HOSPITAL,"70 - 79",M,1
BA,OUTRAS,DOMICILIO,"70 - 79",F,1654
BA,OUTRAS,DOMICILIO,"70 - 79",I,1
BA,OUTRAS,DOMICILIO,"70 - 79",M,2422
BA,OUTRAS,HOSPITAL,"70 - 79",F,2282
BA,OUTRAS,HOSPITAL,"70 - 79",M,2762
BA,OUTRAS,IGNORADO,"70 - 79",F,15
BA,OUTRAS,IGNORADO,"70 - 79",M,27
BA,OUTRAS,OUTRO,"70 - 79",F,96
BA,OUTRAS,OUTRO,"70 - 79",M,150
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,320
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,363
BA,OUTRAS,VIA_PUBLICA,"70 - 79",F,35
BA,OUTRAS,VIA_PUBLICA,"70 - 79",M,76
BA,COVID,DOMICILIO,"70 - 79",F,30
BA,COVID,DOMICILIO,"70 - 79",M,52
BA,COVID,HOSPITAL,"70 - 79",F,1410
BA,COVID,HOSPITAL,"70 - 79",M,1681
BA,COVID,IGNORADO,"70 - 79",F,5
BA,COVID,IGNORADO,"70 - 79",M,7
BA,COVID,OUTRO,"70 - 79",F,13
BA,COVID,OUTRO,"70 - 79",M,18
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,65
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,66
BA,COVID,POSTO_SAUDE,"70 - 79",M,1
BA,COVID,VIA_PUBLICA,"70 - 79",F,5
BA,COVID,VIA_PUBLICA,"70 - 79",M,6
BA,INDETERMINADA,DOMICILIO,"70 - 79",F,5
BA,INDETERMINADA,DOMICILIO,"70 - 79",M,7
BA,INDETERMINADA,HOSPITAL,"70 - 79",F,3
BA,INDETERMINADA,IGNORADO,"70 - 79",M,2
BA,INDETERMINADA,OUTRO,"70 - 79",M,1
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,110
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,142
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,521
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,556
